2026-01-01,38.905944,-76.998442,Ward 6,2026-01-22
2026-01-01,38.835057,-76.990643,Ward 8,2026-01-22
2026-01-02,38.950918,-77.071344,Ward 3,2026-01-22
2026-01-02,38.972263,-77.030368,Ward 4,2026-01-22
2026-01-05,38.868949,-76.968701,Ward 7,2026-01-22
2026-01-05,38.923114,-77.040225,Ward 1,2026-01-22
2026-01-16,38.887594,-76.991528,Ward 6,2026-01-22
2026-01-16,38.878410,-77.010647,Ward 6,2026-01-22
2026-01-16,38.927911,-76.988473,Ward 5,2026-01-22
2026-01-21,38.949679,-77.079571,Ward 3,2026-01-22
2026-01-21,38.869475,-76.968971,Ward 7,2026-01-22
2026-01-21,38.932287,-76.988424,Ward 5,2026-01-22
2026-01-21,38.950414,-76.985973,Ward 5,2026-01-22
2026-01-22,38.921592,-77.043207,Ward 1,2026-01-22
2026-01-22,38.865331,-76.960742,Ward 7,2026-01-23
2026-01-22,38.819789,-77.007159,Ward 8,2026-01-23
2026-01-22,38.918986,-77.009502,Ward 5,2026-01-23
2026-01-23,38.843300,-77.002979,Ward 8,2026-01-23
2026-01-23,38.954713,-76.994697,Ward 5,2026-01-23
2026-01-23,38.841233,-76.990262,Ward 8,2026-01-23
2026-01-23,38.891025,-76.951866,Ward 7,2026-01-23
2026-01-23,38.973043,-77.058113,Ward 4,2026-01-23
2026-01-23,38.943598,-77.004684,Ward 5,2026-01-23
2026-01-23,38.943589,-77.004619,Ward 5,2026-01-23
2026-01-23,38.855854,-76.995144,Ward 8,2026-01-23
2026-01-25,38.904782,-77.053032,Ward 2,2026-01-26
2026-01-25,38.840391,-76.990388,Ward 8,2026-01-25
2026-01-25,38.933510,-77.057314,Ward 3,2026-01-27
2026-01-25,38.901840,-76.991769,Ward 6,2026-01-26
2026-01-25,38.982176,-77.025622,Ward 4,2026-01-27
2026-01-25,38.851707,-76.987727,Ward 8,2026-01-25
2026-01-25,38.856846,-76.986926,Ward 8,2026-01-25
2026-01-25,38.879783,-76.934633,Ward 7,2026-01-26
2026-01-25,38.916796,-77.001528,Ward 5,2026-01-26
2026-01-25,38.833632,-76.985375,Ward 8,2026-01-25
2026-01-25,38.883431,-76.976379,Ward 7,2026-01-26
2026-01-25,38.923477,-77.103034,Ward 3,2026-01-25
2026-01-25,38.840391,-76.990388,Ward 8,2026-01-25
2026-01-25,38.943780,-77.005463,Ward 5,2026-01-26
2026-01-25,38.868650,-76.986597,Ward 8,2026-01-26
2026-01-25,38.951337,-76.990555,Ward 5,2026-01-26
2026-01-25,38.913620,-76.990280,Ward 5,2026-01-26
2026-01-25,38.921346,-77.033794,Ward 1,2026-01-26
2026-01-25,38.910017,-77.031953,Ward 2,2026-01-26
2026-01-25,38.926272,-77.036489,Ward 1,2026-01-26
2026-01-25,38.862852,-77.000281,Ward 8,2026-01-26
2026-01-25,38.885053,-76.945631,Ward 7,2026-01-26
2026-01-25,38.867794,-77.010335,Ward 6,2026-01-25
2026-01-25,38.976895,-77.058231,Ward 4,2026-01-26
2026-01-25,38.912915,-76.935755,Ward 7,2026-01-26
2026-01-25,38.958832,-77.072555,Ward 3,2026-01-26
2026-01-25,38.847403,-76.976068,Ward 8,2026-01-25
2026-01-25,38.894259,-76.984378,Ward 6,2026-01-26
2026-01-26,38.829204,-76.999532,Ward 8,2026-01-27
2026-01-26,38.930797,-77.043013,Ward 1,2026-01-28
2026-01-26,38.910227,-77.010331,Ward 5,2026-01-27
2026-01-26,38.859647,-76.985207,Ward 8,2026-01-27
2026-01-26,38.949690,-77.014033,Ward 4,2026-01-26
2026-01-26,38.884472,-76.935603,Ward 7,2026-01-26
2026-01-26,38.903512,-76.983689,Ward 5,2026-01-26
2026-01-26,38.899667,-76.982358,Ward 7,2026-01-26
2026-01-26,38.902760,-77.015442,Ward 6,2026-01-27
2026-01-26,38.895257,-76.984481,Ward 6,2026-01-26
2026-01-26,38.885505,-76.987578,Ward 6,2026-01-26
2026-01-26,38.881590,-76.927703,Ward 7,2026-01-26
2026-01-26,38.891819,-76.957999,Ward 7,2026-01-26
2026-01-26,38.957129,-77.063595,Ward 3,2026-01-29
2026-01-26,38.965915,-77.030130,Ward 4,2026-01-27
2026-01-26,38.965434,-77.031562,Ward 4,2026-01-29
2026-01-26,38.966850,-77.031554,Ward 4,2026-01-29
2026-01-26,38.967239,-77.029336,Ward 4,2026-01-27
2026-01-26,38.891047,-76.990494,Ward 6,2026-01-27
2026-01-26,38.859427,-76.997075,Ward 8,2026-01-28
2026-01-26,38.883740,-77.019569,Ward 6,2026-01-29
2026-01-26,38.864822,-76.999459,Ward 8,2026-01-27
2026-01-26,38.853400,-76.969548,Ward 8,2026-01-27
2026-01-26,38.890699,-76.997960,Ward 6,2026-01-27
2026-01-26,38.862734,-76.980251,Ward 8,2026-01-27
2026-01-26,38.886781,-76.927255,Ward 7,2026-01-27
2026-01-26,38.863534,-76.954474,Ward 7,2026-01-29
2026-01-26,38.880489,-76.945289,Ward 7,2026-01-27
2026-01-26,38.851443,-76.977126,Ward 8,2026-01-27
2026-01-26,38.885128,-76.976590,Ward 7,2026-01-27
2026-01-26,38.868153,-76.953300,Ward 7,2026-01-29
2026-01-26,38.920053,-77.001399,Ward 5,2026-01-27
2026-01-26,38.867765,-76.954022,Ward 7,2026-01-29
2026-01-26,38.870831,-76.953440,Ward 7,2026-01-29
2026-01-26,38.934777,-77.029511,Ward 1,2026-01-27
2026-01-26,38.962504,-77.000009,Ward 4,2026-01-27
2026-01-26,38.855960,-76.995400,Ward 8,2026-01-29
2026-01-26,38.958178,-77.032752,Ward 4,2026-01-27
2026-01-26,38.963575,-77.000577,Ward 4,2026-01-27
2026-01-26,38.961814,-77.002244,Ward 4,2026-01-27
2026-01-26,38.862950,-76.957396,Ward 7,2026-01-29
2026-01-26,38.900316,-76.922372,Ward 7,2026-01-27
2026-01-26,38.872555,-77.015754,Ward 6,2026-01-27
2026-01-26,38.896294,-76.916676,Ward 7,2026-01-27
2026-01-26,38.938307,-76.976222,Ward 5,2026-01-27
2026-01-26,38.912033,-77.006967,Ward 5,2026-01-27
2026-01-26,38.896755,-76.984794,Ward 6,2026-01-27
2026-01-26,38.938567,-76.977273,Ward 5,2026-01-27
2026-01-26,38.920360,-77.033060,Ward 1,2026-01-27
2026-01-26,38.892631,-76.919249,Ward 7,2026-01-27
2026-01-26,38.902802,-76.972951,Ward 5,2026-01-27
2026-01-26,38.919227,-77.018091,Ward 1,2026-01-28
2026-01-26,38.857325,-76.986614,Ward 8,2026-01-26
2026-01-26,38.871922,-76.950583,Ward 7,2026-01-27
2026-01-26,38.867764,-77.010693,Ward 6,2026-01-29
2026-01-26,38.937851,-77.101291,Ward 3,2026-01-27
2026-01-26,38.906166,-77.013820,Ward 5,2026-01-27
2026-01-26,38.881449,-76.986638,Ward 6,2026-01-27
2026-01-26,38.905204,-76.980393,Ward 5,2026-01-27
2026-01-26,38.887153,-76.920304,Ward 7,2026-01-27
2026-01-26,38.917975,-77.002303,Ward 5,2026-01-27
2026-01-26,38.896931,-76.940447,Ward 7,2026-01-27
2026-01-26,38.964491,-77.001860,Ward 4,2026-01-27
2026-01-26,38.948418,-77.007418,Ward 5,2026-01-27
2026-01-26,38.906166,-77.013820,Ward 5,2026-01-27
2026-01-26,38.917132,-77.097312,Ward 3,2026-01-27
2026-01-26,38.857593,-76.955969,Ward 7,2026-01-29
2026-01-26,38.860125,-76.973692,Ward 8,2026-01-27
2026-01-26,38.881694,-76.928310,Ward 7,2026-01-27
2026-01-26,38.977773,-77.035320,Ward 4,2026-01-27
2026-01-26,38.921493,-77.003178,Ward 5,2026-01-27
2026-01-26,38.855847,-76.995529,Ward 8,2026-01-29
2026-01-26,38.876673,-77.007266,Ward 6,2026-01-27
2026-01-26,38.942491,-77.030326,Ward 4,2026-01-27
2026-01-26,38.963745,-77.003933,Ward 4,2026-01-27
2026-01-26,38.928783,-76.978711,Ward 5,2026-01-27
2026-01-26,38.887799,-76.921037,Ward 7,2026-01-27
2026-01-26,38.903310,-77.005319,Ward 6,2026-01-27
2026-01-26,38.958205,-77.029959,Ward 4,2026-01-27
2026-01-26,38.930497,-76.968035,Ward 5,2026-01-27
2026-01-26,38.938684,-77.024690,Ward 4,2026-01-27
