2019-01-01,38.912680,-77.081601,Ward 3,2019-01-09
2019-01-01,38.891156,-76.918042,Ward 7,2019-01-13
2019-01-01,38.905023,-77.070229,Ward 2,2019-01-22
2019-01-01,38.922366,-76.978004,Ward 5,2019-01-13
2019-01-01,38.957274,-77.066043,Ward 3,2019-02-15
2019-01-01,38.882945,-77.006078,Ward 6,2019-03-25
2019-01-01,38.937565,-77.063216,Ward 3,2019-01-10
2019-01-01,38.941174,-77.055192,Ward 3,2019-01-13
2019-01-01,38.940451,-77.052400,Ward 3,2019-01-13
2019-01-01,38.916990,-77.072877,Ward 3,2019-01-10
2019-01-02,38.821867,-77.005741,Ward 8,2019-02-03
2019-01-02,38.926021,-77.056441,Ward 3,2019-01-12
2019-01-02,38.863976,-76.995102,Ward 8,2019-02-13
2019-01-02,38.925148,-77.071143,Ward 3,2019-01-10
2019-01-02,38.930088,-77.101254,Ward 3,2019-01-26
2019-01-02,38.893302,-76.977259,Null,2019-01-11
2019-01-02,38.921879,-77.036827,Ward 1,2019-01-13
2019-01-02,38.896609,-77.039461,Ward 2,2019-01-10
2019-01-02,38.838134,-77.004518,Ward 8,2019-01-25
2019-01-02,38.924068,-76.990069,Ward 5,2019-01-13
2019-01-02,38.845163,-77.007218,Ward 8,2019-01-15
2019-01-02,38.962418,-77.055205,Ward 4,2019-01-10
2019-01-02,38.929831,-77.039131,Ward 1,2019-01-13
2019-01-02,38.934587,-76.979729,Ward 5,2019-01-13
2019-01-02,38.904971,-76.948829,Ward 7,2019-01-13
2019-01-02,38.945531,-77.073509,Ward 3,2019-02-12
2019-01-02,38.904572,-76.983297,Ward 5,2019-01-13
2019-01-02,38.926143,-76.986053,Ward 5,2019-01-13
2019-01-02,38.899844,-76.985702,Ward 6,2019-01-13
2019-01-02,38.962848,-77.028227,Ward 4,2019-01-13
2019-01-02,38.905093,-77.071507,Ward 2,2019-01-13
2019-01-02,38.896781,-76.942603,Ward 7,2019-01-09
2019-01-02,38.914133,-77.097904,Ward 3,2019-01-13
2019-01-02,38.851926,-76.961965,Null,2019-02-14
2019-01-02,38.957173,-77.025361,Ward 4,2019-01-28
2019-01-02,38.948862,-77.100866,Ward 3,2019-01-09
2019-01-02,38.954703,-77.090608,Ward 3,2019-01-09
2019-01-02,38.935481,-77.036898,Ward 1,2019-01-13
2019-01-02,38.921879,-77.036827,Ward 1,2019-01-13
2019-01-02,38.895801,-77.031957,Ward 2,2019-01-10
2019-01-02,38.896403,-77.033649,Ward 2,2019-02-26
2019-01-02,38.914935,-77.038477,Ward 2,2019-03-14
2019-01-02,38.910517,-77.045080,Ward 2,2019-01-09
2019-01-02,38.872876,-76.948680,Ward 7,2019-01-13
2019-01-02,38.867938,-76.941378,Ward 7,2019-02-14
2019-01-02,38.969925,-77.027265,Ward 4,2019-01-13
2019-01-02,38.828986,-76.999185,Ward 8,2019-01-11
2019-01-02,38.960316,-77.086089,Ward 3,2019-01-09
2019-01-02,38.965781,-77.054722,Ward 4,2019-01-10
2019-01-02,38.903983,-77.042004,Ward 2,2019-01-09
2019-01-02,38.836298,-76.984069,Ward 8,2019-01-11
2019-01-02,38.889762,-76.953086,Ward 7,2019-01-11
2019-01-02,38.991320,-77.046460,Ward 4,2019-02-08
2019-01-02,38.905226,-77.069898,Ward 2,2019-01-13
2019-01-02,38.923640,-77.034975,Ward 1,2019-01-13
2019-01-02,38.948720,-77.029701,Ward 4,2019-01-26
2019-01-02,38.930708,-77.110854,Ward 3,2019-01-09
2019-01-02,38.905398,-77.011469,Ward 6,2019-01-13
2019-01-02,38.958810,-77.076876,Ward 3,2019-01-29
2019-01-02,38.905093,-77.071507,Ward 2,2019-01-15
